,Author,Political Orientation,Quotes,language
5897,Tony Judt,Progressive,"In the first place, this is a history of Europe’s reduction. The constituent states of Europe could no longer aspire, after 1945, to international or imperial status. The two exceptions to this rule",en
5900,Tony Judt,Progressive,"It is not by chance that social democracy and welfare states have worked best in small, homogeneous countries, where issues of mistrust and mutual suspicion do not arise so acutely. A willingness to pay for other people’s services and benefits rests upon the understanding that they in turn will do likewise for you and your children: because they are like you and see the world as you do.",en
5902,Tony Judt,Progressive,"Until 1957 the West German Ministry of the Interior banned any screenings of Wolfgang Staudte’s (East German) film of Heinrich Mann’s Der Untertan (‘Man of Straw’, 1951)",en
5903,Tony Judt,Progressive,A social democracy of fear is something to fight for. To abandon the labors of a century is to betray those who came before us as well as generations yet to come. It would be pleasing,en
5904,Tony Judt,Progressive,"The left, to be quite blunt about it, has something to conserve. It is the right that has inherited the ambitious modernist urge to destroy and innovate in the name of a universal project.",en
5905,Tony Judt,Progressive,Motor scooters appeared on the scene,en
5906,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5907,Tony Judt,Progressive,"By the end of the 1970s, a clear majority of the employed population of Britain, Germany, France, the Benelux countries, Scandinavia and the Alpine countries worked in the service sector",en
5908,Tony Judt,Progressive,"Like large-scale state projects elsewhere, the Cassa was inefficient, and more than a little corrupt. Most of its benefits went to the favored coastal regions; much of the new industry that it brought in was capital-intensive and thus created few jobs.",en
5909,Tony Judt,Progressive,"As Boris Yeltsin was to acknowledge many years later, in a speech to the Hungarian Parliament on November 11th 1992, ‘The tragedy of 1956 . . . will forever remain an indelible spot on the Soviet regime.’ But that was nothing when compared with the cost the Soviets had imposed on their victims. Thirty-three years later, on June 16th 1989, in a Budapest celebrating its transition to freedom, hundreds of thousands of Hungarians took part in another ceremonial reburial: this time of Imre Nagy and his colleagues. One of the speakers over Nagy’s grave was the young Viktor Orbán, future Prime Minister of his country. ‘It is a direct consequence of the bloody repression of the Revolution,’ he told the assembled crowds, ‘that we have had to assume the burden of insolvency and reach for a way out of the Asiatic dead end into which we were pushed. Truly, the Hungarian Socialist Workers’ Party robbed today’s youth of its future in 1956.",en
5911,Tony Judt,Progressive,"The result in all these cities, from Berlin to Stalingrad, was the classic Soviet-era housing solution: mile upon mile of identical gray or brown cement blocks; cheap, poorly-constructed, with no distinguishing architectural features and lacking any aesthetic indulgence (or public facilities).",en
5912,Tony Judt,Progressive,"However: the predictable consequence of the nanny state, even the post-ideological nanny state, was that for anyone who had grown up knowing nothing different it was the duty of the state to make good on its promise of an ever better society",en
5913,Tony Judt,Progressive,"Under Khrushchev, Stalin-era laws restricting job mobility were abandoned, the official workday was shortened, minimum wages were established and a system of maternity leave introduced, along with a national pension scheme (extended to collective farmers after 1965). In short, the Soviet Union",en
