,Author,Quotes,Political Orientation
450,Stephen Miller,"Acosta: What the President is proposing here does not sound like it's in keeping with American tradition when it comes to immigration. The Statue of Liberty says, ""Give me your tired, your poor, your huddled masses yearning to breathe free."" It doesn't say anything about speaking English or being a computer programmer. Aren't you trying to change what it means to an immigrant coming into this country if you're telling them you have to speak English? Can't people learn to speak English when they get here?Miller: Well, first of all, right now it's a requirement to be naturalized you have to speak English, so the notion that speaking English wouldn't be a part of the immigration system would actually be very ahistorical. Secondly, I don't want to get off into a whole thing about history here, but the Statue of Liberty is a symbol of liberty enlightening the world, it's a symbol of American liberty lighting the world. The poem that you're referring to was added later, is not actually part of the original Statue of Liberty.",Right
451,Stephen Miller,"Acosta: This whole notion of they have to learn English before they get to the United States, are we just going to bring in people from Great Britain and Australia?Miller: I am shocked at your statement, that you think only people from Great Britain and Australia would know English. It actually reveals your cosmopolitan, er, bias, to a shocking degree, that in your mind... No, this an amazing moment... Acosta: It sounds like you're trying to engineer the racial and ethnic flow of people into this country through this policy.Miller: Jim, that is one of the most outrageous, insulting, ignorant and foolish things you've ever said, and for you that's still a really... The notion that you think that this is a racist bill is so wrong and so insulting.",Right
453,Tucker Carlson,"I think Michael Moore is loathsome, though, not because he dislikes Bush, but because he seems to dislike America.",Right
454,Tucker Carlson,Don't take a leak on my shoes and tell me it's raining.,Right
455,Tucker Carlson,"STEWART: No, this [CrossFire], it's theater. Like, take this for example. How old are you?",Right
456,Tucker Carlson,Jon Stewart on CrossFire,Right
457,Tucker Carlson,"Grover Norquist is a mean-spirited, humorless, dishonest little creep… an embarrassing anomaly, the leering, drunken uncle everyone else wishes would stay home… [He] is repulsive, granted, but there aren't nearly enough of him to start a purge trial.""",Right
458,Tucker Carlson,"""I think it’s a total nightmare and disaster, and I’m ashamed that I went against my own instincts in supporting it (the U.S. war in Iraq).  It’s something I’ll never do again.  Never.  I got convinced by a friend of mine who’s smarter than I am, and I shouldn’t have done that. No. I want things to work out, but I’m enraged by it, actually.""",Right
459,Tucker Carlson,"Maybe in fact it was better to have Saddam in there. Maybe Saddam, as bad as he was-was not the worst we could get. Maybe chaos was the worst we could get. That's the truth...I mean, look, no matter how you feel about Bush, watching him speak is difficult. It's like— it's like watching a drunk man cross an icy street.",Right
460,Tucker Carlson,"There may be countries worth invading, but I don't think we'll be invading them...It's almost impossible to make the case that Bush is a conservative.  That may be good; that may be bad...I think [Pat] Buchanan is far too easily and glibly dismissed...The Republican Party of 2005 bears no resemblance to the Republican Party of 1994",Right
461,Tucker Carlson,From the 15 December 2005 edition of MSNBC's The Situation with Tucker Carlson:,Right
463,Tucker Carlson,"You know what gets women going is arguing with them,It's true. It's true. You debate politics with a woman and just go—just full blown out there, especially feminism. If you're talking to a feminist, and she's giving you, ‘Well, men really need to be more sensitive,’ (say) ‘no, actually, men don't need to be more sensitive, you just need to be quiet and kind of do what you're told.’..I love women, but they're primitive. They're not hard to understand. And one of the things they hate more than anything is weakness in a man.",Right
